Rank,Currency_Name,Price,Hour Change,Day Change,Week Change,Market_Capital,Volume,Circulating_Supply
5827,"Baby Moo Deng
BABYDENG
Buy",$0.00007150,5.50%,22.35%,8.26%,"$62,706","$1,196
19.07M BABYDENG",999.99M BABYDENG
5828,"Leo
LEO
Buy",$0.0006463,0.00%,8.77%,59.39%,"$651,424","$582
893.59K LEO",999.89M LEO
5829,"DBXen
DXN
Buy",$0.2843,0.41%,0.80%,6.56%,"$43,500","$175
602.89 DXN",150K DXN
5830,"Polynetica
POLLY
Buy",$0.056624,0.52%,4.85%,17.05%,"$546,323","$607
93.49M POLLY",84.17B POLLY
5831,"noderzz by Virtuals
NODE
Buy",$0.0002242,1.05%,7.17%,12.69%,"$234,927","$512
2.17M NODE",1B NODE
5832,"Starship On Solana
STSHIP
Buy",$0.051753,0.00%,1.35%,8.95%,"$128,287","$570
308.16M STSHIP",69.39B STSHIP
5833,"TabTrader Token
TTT
Buy",$0.0009650,0.02%,2.28%,9.06%,"$20,380","$193
199.06K TTT",21.04M TTT
5834,"PunkCity
PUNK
Buy",$0.1243,2.81%,1.54%,14.61%,"$2,312,031","$329
2.46K PUNK",17.37M PUNK
5835,"Bitcoin.ℏ
BTC.ℏ
Buy",$0.4738,0.13%,1.16%,11.47%,"$1,253,646","$827
1.65K BTC.ℏ",2.5M BTC.ℏ
5836,"GM Wagmi
GM
Buy",$0.0007001,0.03%,1.43%,1.47%,--,"$632
916.29K GM",--
5837,"TAO INU
TAONU
Buy",$0.002370,0.29%,1.08%,15.82%,"$2,234,846","$598
247.92K TAONU",927.25M TAONU
5838,"Restore The Republic
RTR
Buy",$0.002409,0.00%,1.72%,2.78%,"$2,399,673","$557
232.05K RTR",999.99M RTR
5839,"Cyberpunk City
CYBER
Buy",$0.002943,0.15%,1.35%,17.26%,"$113,917","$16
5.42K CYBER",37.5M CYBER
5840,"FONE
FONE
Buy",$0.052090,0.01%,0.02%,0.04%,$172,"$549
262.54M FONE",82.48M FONE
5841,"Flurry Finance
FLURRY
Buy",$0.00009914,0.03%,0.02%,2.04%,--,"$120
1.20M FLURRY",0 FLURRY
5842,"RocketFi
ROCKETFI
Buy",$0.069154,0.03%,1.19%,3.46%,"$811,429","$486
519.87M ROCKETFI",868.59B ROCKETFI
5843,"Maia
MAIA
Buy",$3.98,0.00%,2.25%,3.60%,"$1,278,303","$530
130.67 MAIA",315K MAIA
5844,"ScarQuest
SCAR
Buy",$0.0002757,1.03%,9.07%,14.96%,"$889,756","$2,005
6.40M SCAR",2.84B SCAR
5845,"GenieSwap
GENIE
Buy",$0.0008501,0.03%,1.39%,0.02%,$798,"$339
393.46K GENIE",925.87K GENIE
5846,"Precipitate.AI
RAIN
Buy",$0.001399,1.73%,4.12%,13.96%,"$1,507,667","$172
113.81K RAIN",1B RAIN
5847,"Euro 20
ETT
Buy",$0.4950,0.30%,0.43%,2.56%,"$9,844,786","$1,278
2.59K ETT",20M ETT
5848,"Polkaswap
PSWAP
Buy",$0.0002345,13.91%,1.19%,16.76%,"$882,005","$739
3.05M PSWAP",3.64B PSWAP
5849,"WEB4 AI
WEB4
Buy",$0.099457,0.45%,5.28%,8.94%,"$42,070","$290
344.36B WEB4",49.95T WEB4
5850,"Robin
ROBIN
Buy",$0.052096,0.00%,0.23%,5.74%,"$194,917","$515
237.84M ROBIN",90B ROBIN
5851,"Crodie
CRODIE
Buy",$0.0002492,0.00%,1.06%,6.58%,"$255,634","$509
1.99M CRODIE",999.93M CRODIE
5852,"Orbit Bridge Klaytn USDC
OUSDC
Buy",$0.2967,0.00%,1.42%,0.07%,--,"$508
1.72K OUSDC",--
5853,"Boshi
BOSHI
Buy",$0.0001128,2.05%,8.37%,6.29%,"$110,126","$650
5.81M BOSHI",985M BOSHI
5854,"DragonMaster
TOTEM
Buy",$0.0004234,0.33%,1.06%,3.78%,"$1,411","$206
464.83K TOTEM",3.18M TOTEM
5855,"Dino
DINO
Buy",$0.0002932,0.00%,1.37%,5.02%,--,"$499
1.70M DINO",--
5856,"CRYPTORG
CTG
Buy",$0.03148,0.00%,4.02%,17.13%,"$3,315,064","$498
15.01K CTG",100M CTG
5857,"ETH Snek
SNEK
Buy",$0.058326,0.00%,14.69%,49.11%,"$35,171","$496
78.40M SNEK",5.55B SNEK
5858,"OciCat
OCICAT
Buy",$0.098651,0.12%,0.40%,8.27%,"$288,537","$87
100.51B OCICAT",335T OCICAT
5859,"D.O.G.E (Solana)
D.O.G.E
Buy",$0.0126040,1.18%,11.47%,16.09%,"$55,902","$1,093
1.95P D.O.G.E",100P D.O.G.E
5860,"Talentum
TAL
Buy",$32.90,44.31%,44.28%,44.32%,"$2,749,016","$305
13.30 TAL",120.01K TAL
5861,"Seal
SEAL
Buy",$0.008847,0.00%,9.42%,26.45%,"$9,965","$488
48.06K SEAL",981.85K SEAL
5862,"YODA
YODA
Buy",$0.00004070,0.35%,6.05%,1.26%,"$43,452","$1,179
27.14M YODA",1B YODA
5863,"NEKO
NEKO
Buy",$0.00003060,0.00%,1.18%,0.98%,"$126,245","$487
16.13M NEKO",4.18B NEKO
5864,"BitTorrent
BTTOLD
Buy",$0.054638,7.58%,64.40%,62.58%,"$11,948,716","$117
9.66M BTTOLD",990B BTTOLD
5865,"EthicHub
ETHIX
Buy",$0.1699,0.00%,2.27%,2.29%,"$12,438,763","$482
2.72K ETHIX",70.48M ETHIX
5866,"Solmedia
MEDIA
Buy",$0.0004158,0.00%,0.21%,0.75%,"$42,108","$481
1.14M MEDIA",100M MEDIA
5867,"xWIN Finance
XWIN
Buy",$0.01504,4.39%,3.47%,14.84%,"$212,652","$501
32.06K XWIN",13.61M XWIN
5868,"SNOR
SNOR
Buy",$0.091267,0.06%,0.56%,9.20%,"$57,469","$169
1.23T SNOR",420.69T SNOR
5869,"Avive World
AVIVE
Buy",$0.00007395,0.03%,0.45%,10.38%,"$226,051","$623
8.15M AVIVE",2.96B AVIVE
5870,"The Kingdom Coin
TKC
Buy",$0.003050,0.13%,0.66%,20.57%,"$759,028","$185
58.57K TKC",240M TKC
5871,"Tesla AI
TESLAI
Buy",$0.0131601,0.01%,3.55%,1.84%,"$71,302","$544
32.06P TESLAI",4.2E TESLAI
5872,"Flash Protocol
FLASH
Buy",$0.00003596,0.03%,0.73%,2.64%,"$30,789","$25,572
685.20M FLASH",825M FLASH
5873,"Nirvana ANA
ANA
Buy",$5.42,0.00%,0.00%,3.46%,"$35,048,538","$535
101.87 ANA",6.67M ANA
5874,"King Of Meme
LION
Buy",$0.081584,0.07%,2.01%,11.29%,"$180,123","$345
209.12B LION",109.1T LION
5875,"Satellite Doge-1 Mission
DOGE-1
Buy",$0.0002482,0.00%,8.01%,22.30%,"$291,521","$449
1.54M DOGE-1",1B DOGE-1
5876,"BeFaster Holder Token
BFHT
Buy",$0.002873,0.00%,0.68%,0.11%,"$863,581","$442
152.47K BFHT",297.7M BFHT
5877,"RUM - Pirates of Arrland Token
RUM
Buy",$0.0002930,0.12%,0.96%,20.12%,"$583,440","$442
1.37M RUM",1.81B RUM
5878,"PiBridge
PIB
Buy",$0.01058,0.09%,2.91%,6.07%,"$169,244","$223
20.60K PIB",15.62M PIB
5879,"LegalX
LEGAL
Buy",$0.0001595,0.00%,2.92%,5.78%,"$149,384","$440
2.94M LEGAL",1B LEGAL
5880,"Game 5 BALL
BALL
Buy",$0.003052,0.00%,1.66%,5.90%,"$1,644,807","$439
135.97K BALL",510M BALL
5881,"Project Hive
HGT
Buy",$0.00004004,0.00%,1.02%,5.77%,"$92,042","$435
11.09M HGT",2.34B HGT
5882,"WX Token
WX
Buy",$0.02240,0.02%,4.99%,2.33%,"$1,518,699","$26
1.08K WX",64.32M WX
5883,"TRYC
TRYC
Buy",$0.02611,0.00%,1.52%,0.10%,"$1,298,270","$108
4.16K TRYC",50M TRYC
5884,"Funder One Capital
FUNDX
Buy",$6.29,0.20%,0.67%,1.09%,--,"$409
62.71 FUNDX",0 FUNDX
5885,"Planq
PLQ
Buy",$0.008781,0.52%,2.23%,14.13%,"$1,253,796","$161
17.81K PLQ",138.71M PLQ
5886,"Lumi Finance
LUA
Buy",$2.05,0.00%,9.20%,9.32%,"$4,659,941","$419
204.64 LUA",2.27M LUA
5887,"PELFORT
$PELF
Buy",$0.00003698,0.00%,2.08%,10.89%,"$372,161","$419
11.24M $PELF",9.99B $PELF
5888,"Liquidus Foundation
LIQ
Buy",$0.05737,0.00%,0.40%,1.52%,"$209,439","$418
7.22K LIQ",3.62M LIQ
5889,"EthXY
SEXY
Buy",$0.05376,0.01%,0.30%,0.52%,"$5,630,574","$81
1.44K SEXY",100M SEXY
5890,"Hive Dollar
HBD
Buy",$1.01,0.09%,0.64%,2.99%,--,"$53
51.95 HBD",--
5891,"Gverse
GOBI
Buy",$0.00008370,0.34%,9.56%,17.78%,"$74,777","$760
10.16M GOBI",999.99M GOBI
5892,"TRUMP
MAGA
Buy",$0.081242,6.06%,4.20%,2.22%,"$124,264","$584
472.03B MAGA",100.5T MAGA
5893,"Icrypex token
ICPX
Buy",$1.25,0.02%,0.00%,5.22%,"$4,863,238","$15,725
12.57K ICPX",3.88M ICPX
5894,"HXRO
HXRO
Buy",$0.003937,0.27%,4.95%,18.67%,"$2,478,549","$159
39.20K HXRO",610.38M HXRO
5895,"50x.com
50X
Buy",$0.03042,0.04%,0.11%,1.63%,"$1,439,407","$403
13.18K 50X",47.14M 50X
5896,"Goatcoin
GOAT
Buy",$26.20,0.00%,0.29%,28.77%,--,"$404
14.92 GOAT",0 GOAT
5897,"ETHEREUM ON BASE
ETHB
Buy",$0.09558,0.00%,3.05%,2.93%,"$76,216","$403
3.93K ETHB",744.28K ETHB
5898,"Treat
TREAT
Buy",$0.0002543,0.00%,9.61%,19.77%,"$873,951","$402
1.53M TREAT",3.33B TREAT
5899,"CryptoMines
ETERNAL
Buy",$0.1607,0.02%,1.23%,2.65%,"$604,503","$16
92.98 ETERNAL",3.61M ETERNAL
5900,"Bog
BOG
Buy",$0.0108239,1.11%,1.39%,0.19%,"$77,682","$395
4.54T BOG",895.51T BOG
5901,"MSQ Cycle Burn
BURN
Buy",$0.01859,0.67%,13.52%,18.88%,"$216,730","$3,718
174.98K BURN",10.2M BURN
5902,"Bro the cat
BRO
Buy",$0.0001429,1.03%,0.04%,6.62%,"$142,947","$377
2.63M BRO",1B BRO
5903,"BitMinerX
BMX
Buy",$0.005200,0.79%,1.72%,2.17%,"$385,907","$376
72.28K BMX",74.2M BMX
5904,"Gverse
GOBI
Buy",$0.00008370,0.34%,9.56%,17.78%,"$72,306","$760
10.51M GOBI",999.99M GOBI
5905,"Boshi
BOSHI
Buy",$0.0001062,1.68%,4.00%,41.56%,"$104,644","$371
3.49M BOSHI",985M BOSHI
5906,"NEKO
NEKO
Buy",$0.00002958,0.58%,0.47%,2.88%,"$123,862","$363
12.28M NEKO",4.18B NEKO
5907,"Tesla AI
TESLAI
Buy",$0.0131638,1.44%,5.40%,5.35%,"$68,814","$363
22.12P TESLAI",4.2E TESLAI
5908,"GoCharge Tech
CHARGED
Buy",$0.001167,1.26%,1.41%,15.81%,"$94,071","$356
304.94K CHARGED",80.6M CHARGED
5909,"Rain by Virtuals
RAIN
Buy",$0.0001409,4.75%,5.88%,10.75%,"$140,815","$352
2.49M RAIN",999.12M RAIN
5910,"KnoxDAO
KNOX
Buy",$0.004432,1.05%,3.41%,0.42%,"$39,925","$351
79.17K KNOX",9M KNOX
5911,"VPS AI
VPS
Buy",$0.01075,0.05%,1.20%,16.57%,"$927,691","$352
33.41K VPS",88M VPS
5912,"Tigris
TIG
Buy",$0.0151000,49.99%,0.02%,49.99%,$0,"$13
64.83P TIG",490.56K TIG
5913,"Camly Coin
CAMLY
Buy",$0.00001156,0.90%,4.28%,57.44%,"$11,565,556","$345
29.84M CAMLY",999.99B CAMLY
5914,"Payslink
PAYS
Buy",$0.0005000,0.00%,0.02%,66.68%,"$15,996","$343
686.51K PAYS",31.98M PAYS
5915,"Love
LOVE
Buy",$0.0001561,0.51%,1.56%,1.84%,--,"$558
3.57M LOVE",0 LOVE
5916,"Oracle AI
ORACLE
Buy",$0.0001701,0.19%,2.33%,6.35%,"$146,951","$340
1.99M ORACLE",863.9M ORACLE
5917,"DKEY BANK
DKEY
Buy",$0.009614,0.21%,8.77%,5.72%,"$355,234","$340
35.34K DKEY",36.94M DKEY
5918,"Value Interlocking exchange
VIC
Buy",$7.35,0.02%,0.00%,7.42%,"$2,942,217,271","$336
45.69 VIC",400M VIC
5919,"TemplarDAO
TEM
Buy",$2.30,0.36%,0.96%,6.93%,"$1,229,572","$335
145.50 TEM",533.88K TEM
5920,"Cora
CORA
Buy",$0.0002199,2.23%,1.31%,1.55%,"$193,840","$334
1.51M CORA",881.43M CORA
5921,"AI Protocol
AI
Buy",$0.051254,2.35%,6.25%,100.00%,$683,"$184
134.47M AI",500M AI
5922,"Zippie
ZIPT
Buy",$0.0002234,1.01%,2.58%,1.97%,--,"$329
1.47M ZIPT",0 ZIPT
5923,"Panda DAO
PANDA
Buy",$0.003707,0.00%,0.29%,7.47%,"$2,453,885","$326
87.95K PANDA",661.92M PANDA
5924,"Mustard
MUSTAAAAAARD
Buy",$0.0001378,0.00%,1.42%,5.04%,"$137,335","$326
2.37M MUSTAAAAAARD",999.99M MUSTAAAAAARD
5925,"Metavault Trade
MVX
Buy",$0.08661,0.89%,0.34%,5.24%,"$233,936","$257
2.92K MVX",2.66M MVX
5926,"Neuralink
NLINK
Buy",$0.0127282,0.05%,2.08%,1.20%,"$305,401","$198
272.84T NLINK",420P NLINK
5927,"Dino
DINO
Buy",$0.0002932,0.00%,1.37%,5.02%,--,"$320
1.10M DINO",--
5928,"300FIT NETWORK
FIT
Buy",$0.053000,0.03%,3.24%,16.65%,"$35,006","$131
37.54M FIT",10B FIT
5929,"Spintop
SPIN
Buy",$0.001268,0.10%,0.81%,6.13%,"$387,346","$317
249.56K SPIN",305.39M SPIN
5930,"Globiance Exchange Token
GBEX
Buy",$0.083533,0.01%,3.39%,7.40%,"$1,248,911","$316
89.52B GBEX",353.48T GBEX
5931,"PAPA Trump
PPT
Buy",$0.062738,1.25%,8.62%,80.17%,"$27,382","$316
1.15B PPT",100B PPT
5932,"Doge on Pulsechain
DOGE
Buy",$0.083539,1.72%,15.33%,29.50%,"$353,973","$314
88.75B DOGE",100T DOGE
5933,"Bog
BOG
Buy",$0.0108239,1.11%,1.39%,0.19%,"$75,909","$376
4.43T BOG",895.51T BOG
5934,"retarded cat coin
RCC
Buy",$0.0134610,4.66%,13.15%,28.60%,"$4,611","$311
6.74P RCC",100P RCC
5935,"Olympus v1
OHM
Buy",$117.53,0.00%,0.00%,6.84%,--,"$308
2.61 OHM",--
5936,"Bankera V2
BNK
Buy",$0.1165,0.59%,1.86%,8.71%,--,"$306
2.62K BNK",--
5937,"chikn feed
FEED
Buy",$0.00006838,1.89%,0.81%,17.16%,--,"$305
4.46M FEED",--
5938,"RocketFi
ROCKETFI
Buy",$0.069154,0.03%,1.19%,3.46%,"$795,784","$486
530.09M ROCKETFI",868.59B ROCKETFI
5939,"DogWifNoHat
NOHAT
Buy",$0.0001215,0.84%,1.60%,6.33%,"$2,115","$400
3.32M NOHAT",17.61M NOHAT
5940,"Chief Troll Officer
CTO
Buy",$0.057554,0.00%,0.81%,5.88%,"$7,494",--,1B CTO
5941,"Open Exchange Token
OX
Buy",$0.0007713,0.02%,4.36%,56.52%,"$8,781,567","$342
383.66K OX",9.86B OX
5942,"BitBase Token
BTBS
Buy",$0.1176,0.00%,1.44%,0.26%,--,"$295
2.13K BTBS",--
5943,"PLEB
PLEB
Buy",$0.00003005,0.00%,0.00%,13.62%,"$30,054","$288
9.56M PLEB",1B PLEB
5944,"MrBeast
BEAST
Buy",$0.01085,0.00%,0.62%,10.50%,"$114,728","$285
24.83K BEAST",10M BEAST
5945,"WinX.io
WIN
Buy",$0.00008202,0.84%,3.34%,30.39%,"$13,573","$8,135
110.69M WIN",184.69M WIN
5946,"WX Token
WX
Buy",$0.02240,0.02%,4.99%,2.33%,"$1,516,713","$26
1.08K WX",64.29M WX
5947,"SolDoge
SDOGE
Buy",$0.058546,0.00%,0.53%,3.22%,"$85,802","$280
32.60M SDOGE",10B SDOGE
5948,"Tusima Network
TSM
Buy",$0.001440,0.33%,0.51%,0.18%,"$1,440,453","$279
193.34K TSM",1B TSM
5949,"Wiener AI
WAI
Buy",$0.00001373,1.07%,6.20%,32.53%,"$608,549","$926
74.60M WAI",49B WAI
5950,"FODL Finance
FODL
Buy",$0.0003874,0.37%,1.63%,1.22%,"$101,551","$273
704.31K FODL",262.1M FODL
5951,"McToken
TOKE
Buy",$0.0003737,1.00%,3.03%,7.28%,"$156,891","$270
722.78K TOKE",419.79M TOKE
5952,"HarryPotterTrumpSonic100Inu
Buy",$0.00002737,0.00%,8.30%,13.77%,"$26,938","$267
9.92M BTC",1B BTC
5953,"Stable Coin
SBC
Buy",$0.9988,0.08%,0.34%,0.15%,"$6,606,796","$74
72.80 SBC",6.54M SBC
5954,"Planq
PLQ
Buy",$0.008781,0.52%,2.23%,14.13%,"$1,243,426","$161
17.96K PLQ",138.72M PLQ
5955,"Forky
FORKY
Buy",$0.00002864,0.01%,1.52%,7.89%,"$28,277","$157
5.54M FORKY",1B FORKY
5956,"Coinchef
CHEF
Buy",$0.0007246,0.00%,0.71%,1.19%,"$206,996","$264
366.83K CHEF",287.5M CHEF
5957,"Dollarcoin
DLC
Buy",$0.00008361,0.12%,9.90%,8.52%,$761,"$262
3.13M DLC",9.1M DLC
5958,"Burrow
BRRR
Buy",$0.002460,0.00%,0.04%,16.13%,"$1,540,978","$263
102.15K BRRR",599.15M BRRR
5959,"Snakemoon
SNAKEMOON
Buy",$0.072548,0.00%,6.63%,23.15%,"$17,783","$262
9.59B SNAKEMOON",651.48B SNAKEMOON
5960,"Byat
BYAT
Buy",$0.058403,0.15%,3.64%,4.00%,"$28,012","$257
30.59M BYAT",3.33B BYAT
5961,"CC
CC
Buy",$0.001896,0.00%,0.51%,5.97%,"$69,510","$4
2.02K CC",36.77M CC
5962,"Harambe AI
HARAMBEAI
Buy",$0.01546,0.00%,3.73%,21.88%,"$3,578,624","$9
591.96 HARAMBEAI",234.6M HARAMBEAI
5963,"RUM - Pirates of Arrland Token
RUM
Buy",$0.0002930,0.12%,0.96%,20.12%,"$581,960","$256
796.10K RUM",1.81B RUM
5964,"MyBit
MYB
Buy",$0.0001385,0.26%,34.63%,37.01%,--,"$107
503.78K MYB",--
5965,"Bitgreen
BBB
Buy",$0.07631,7.27%,17.06%,31.33%,"$4,123,007","$61,818
734.86K BBB",49.01M BBB
5966,"BoLe
BL
Buy",$0.006586,0.02%,1.42%,0.86%,"$1,621,461","$419
64.52K BL",250M BL
5967,"Hanu Yokia
HANU
Buy",$0.061424,0.04%,1.41%,2.43%,"$21,217,251","$58
407.38M HANU",149.8T HANU
5968,"Project Hive
HGT
Buy",$0.00004004,0.00%,1.02%,5.77%,"$91,733","$247
6.33M HGT",2.34B HGT
5969,"DXAI.app by Virtuals
DXAI
Buy",$0.0001678,0.10%,6.51%,27.62%,"$160,060","$302
1.83M DXAI",974.13M DXAI
5970,"Snowbank
SB
Buy",$223.94,0.98%,0.73%,12.16%,--,"$132
0.6024 SB",0 SB
5971,"Florence Finance Medici
FFM
Buy",$0.0007620,0.00%,3.72%,4.64%,"$274,812","$245
309.13K FFM",346.13M FFM
5972,"TRUMP
TRUMP
Buy",$0.051279,0.00%,0.99%,5.77%,"$59,508","$245
193.62M TRUMP",46.99B TRUMP
5973,"MM Finance (Cronos)
MMF
Buy",$0.0001197,0.00%,1.25%,0.72%,"$4,181","$244
2.04M MMF",35.16M MMF
5974,"Darik
DARIK
Buy",$0.2274,0.00%,2.53%,0.70%,"$702,474","$243
1.08K DARIK",3.15M DARIK
5975,"GogolCoin
GOL
Buy",$0.0009202,0.01%,0.00%,13.60%,"$9,572","$160
173.93K GOL",10.4M GOL
5976,"Alongside Crypto Market Index
AMKT
Buy",$209.89,0.00%,19.42%,24.45%,"$1,141,806","$234
0.8760 AMKT",4.28K AMKT
5977,"Terracoin
TRC
Buy",$0.01349,0.06%,0.78%,0.79%,"$468,281","$2
152.61 TRC",34.86M TRC
5978,"Giddy
GIDDY
Buy",$0.0001509,0.00%,1.36%,2.18%,"$72,661","$232
1.54M GIDDY",485.45M GIDDY
5979,"MISHA
MISHA
Buy",$0.062251,0.00%,0.40%,3.77%,"$95,200","$231
1.02B MISHA",420.69B MISHA
5980,"EzyStayz
EZY
Buy",$0.0002888,0.05%,0.75%,0.53%,--,"$230
799.67K EZY",0 EZY
5981,"MigMig
MIGMIG
Buy",$0.00002542,0.00%,4.28%,3.29%,"$252,247","$2
79.28K MIGMIG",10B MIGMIG
5982,"Raven Protocol
RAVEN
Buy",$0.0001441,0.00%,0.97%,10.01%,--,"$224
1.42M RAVEN",--
5983,"LocaGo
LCG
Buy",$0.0003990,0.02%,0.04%,1.54%,"$9,106,377","$87
200.12K LCG",21B LCG
5984,"BLUE BUTT CHEESE
BBC
Buy",$0.00004522,0.08%,2.28%,1.99%,"$29,685","$146
3.32M BBC",674.86M BBC
5985,"Melo Token
MELO
Buy",$0.061800,0.07%,0.51%,74.34%,"$4,135","$219
1.21B MELO",23B MELO
5986,"HODL
HODL
Buy",$0.0112121,0.19%,3.85%,15.31%,"$120,706","$403
185.32T HODL",55.45P HODL
5987,"CelebrityCoinV2
CCV2
Buy",$0.04510,0.03%,0.24%,9.42%,"$2,928,535","$110
2.24K CCV2",60M CCV2
5988,"MOG CAT
MOG
Buy",$0.001438,0.00%,681.53%,77.67%,"$17,212,180","$216
4.52M MOG",360B MOG
5989,"UCROWDME
UCM
Buy",$0.00008810,0.04%,0.72%,0.83%,"$3,158","$215
2.45M UCM",36M UCM
5990,"Unobtanium
UNO
Buy",$6.74,0.06%,31.02%,7.48%,--,"$14
1.98 UNO",--
5991,"UvToken
UVT
Buy",$0.0006210,0.00%,0.03%,0.70%,--,"$213
342.73K UVT",0 UVT
5992,"Department Of Government Efficiency (doge.ong)
DOGE
Buy",$0.061300,0.02%,2.03%,9.08%,"$54,710","$79
604.62M DOGE",420.69B DOGE
5993,"ELON MARS
ELONMARS
Buy",$0.0121440,3.98%,7.57%,2.96%,"$62,722","$217
1.45P ELONMARS",420P ELONMARS
5994,"sETH
SETH
Buy","$2,399.74",0.13%,1.44%,1.74%,--,"$635
0.2676 SETH",--
5995,"Gera Coin
GERA
Buy",$0.00004329,0.05%,0.76%,0.77%,"$294,961","$212
4.92M GERA",6.84B GERA
5996,"El Hippo
HIPP
Buy",$0.091023,0.00%,1.67%,31.86%,"$74,452","$211
2.02T HIPP",715.61T HIPP
5997,"The Big Red
$TD
Buy",$0.052157,0.66%,5.12%,27.01%,"$2,272,057","$8,050
3.54B $TD",1T $TD
5998,"Blurt
BLURT
Buy",$0.002284,0.05%,2.35%,0.32%,--,"$95
41.75K BLURT",--
5999,"Poollotto.finance
PLT
Buy",$1.80,0.02%,1.35%,11.59%,"$20,002,814","$248
131.18 PLT",10.58M PLT
6000,"Molten
MOLTEN
Buy",$0.1562,0.00%,2.52%,12.51%,"$642,571","$209
1.30K MOLTEN",4M MOLTEN
6001,"Merchant Token
MTO
Buy",$0.03669,0.15%,1.02%,0.60%,"$2,151,017","$442
11.51K MTO",56.01M MTO
6002,"iCommunity Labs
ICOM
Buy",$0.008438,0.27%,0.58%,10.81%,"$750,806","$34
3.83K ICOM",85M ICOM
6003,"AIDOGE Stellar
AIDOGEXLM
Buy",$0.054114,0.01%,0.05%,12.11%,"$93,620","$52
12.32M AIDOGEXLM",22.29B AIDOGEXLM
6004,"Pear Swap
PEAR
Buy",$0.0007152,0.00%,0.00%,0.29%,"$71,526","$5
7.15K PEAR",100M PEAR
6005,"Ixinium
XXA
Buy",$0.004494,0.02%,0.38%,23.64%,"$79,811","$134
29.94K XXA",17.76M XXA
6006,"HealthSci.AI
HSAI
Buy",$0.002708,0.00%,0.79%,4.01%,"$282,268","$106
37.51K HSAI",100M HSAI
6007,"DARK MAGA (darkmagacoin.com)
DMAGA
Buy",$0.062810,0.72%,0.34%,7.17%,"$118,192","$133
471.76M DMAGA",420.59B DMAGA
6008,"Minebase
MBASE
Buy",$0.01350,0.00%,0.00%,36.37%,"$3,116,791","$130
9.64K MBASE",230.85M MBASE
6009,"PeiPei (BSC)
PEIPEI
Buy",$0.0107066,0.00%,21.74%,13.20%,"$27,811","$130
1.96T PEIPEI",420.69T PEIPEI
6010,"xWIN Finance
XWIN
Buy",$0.01495,3.79%,4.03%,15.34%,"$212,303","$498
31.92K XWIN",13.61M XWIN
6011,"Aavegotchi FUD
FUD
Buy",$0.0002679,0.79%,4.42%,10.88%,--,"$128
479.10K FUD",0 FUD
6012,"Apillon
NCTR
Buy",$0.008391,0.34%,1.86%,4.18%,"$574,823","$128
15.19K NCTR",68.5M NCTR
6013,"FODL Finance
FODL
Buy",$0.0003773,0.23%,3.73%,5.37%,"$101,615","$121
312.80K FODL",262.1M FODL
6014,"VoldemortTrumpRobotnik-10Neko
Buy",$0.0003811,0.09%,0.25%,20.45%,--,"$126
330.26K ETHEREUM",--
6015,"Kelp DAO's Airdrop Gain ETH
AGETH
Buy","$2,701.30",0.01%,2.61%,12.49%,"$39,803,678","$125
0.04614 AGETH",14.73K AGETH
6016,"BlackPearl Token
BPLC
Buy",$0.081860,0.01%,9.42%,5.72%,--,"$121
65.18B BPLC",0 BPLC
6017,"Polite Cat
POCAT
Buy",$0.00004098,0.45%,0.79%,8.08%,"$40,967","$121
2.94M POCAT",999.58M POCAT
6018,"BNBtiger 2.0
BNBTIGER
Buy",$0.0123230,1.13%,1.05%,0.02%,"$32,294","$121
373.64T BNBTIGER",99.97P BNBTIGER
6019,"ReddCoin
RDD
Buy",$0.00004012,27.86%,6.36%,59.47%,"$1,300,074","$161
4.12M RDD",33.32B RDD
6020,"PREME Token
PREME
Buy",$0.004937,0.61%,1.88%,6.22%,"$621,999","$119
24.11K PREME",125.97M PREME
6021,"Realm
REALM
Buy",$0.00006098,24.04%,2.32%,6.87%,"$59,539","$118
1.93M REALM",976.27M REALM
6022,"FRED
FRED
Buy",$0.0003435,0.69%,0.33%,6.60%,"$343,474","$31
90.57K FRED",1B FRED
6023,"FreeRossDAO
FREE
Buy",$0.00006822,0.01%,29.18%,16.90%,"$399,598","$275
5.30M FREE",7.71B FREE
6024,"XRP 2.0
XRP 2.0
Buy",$0.0126787,0.00%,4.51%,4.66%,"$257,859","$114
185.53T XRP 2.0",420P XRP 2.0
6025,"SINSO
SINSO
Buy",$0.003460,0.01%,2.36%,2.37%,$37,"$15,936
4.71M SINSO",11.04K SINSO
6026,"Pirate Coin Games
PirateCoin☠
Buy",$0.0112525,0.00%,0.16%,2.00%,--,"$114
44.25T PirateCoin☠",0 PirateCoin☠
6027,"Janro The Rat
JANRO
Buy",$0.00006208,0.00%,2.31%,16.61%,"$65,237","$114
1.74M JANRO",999.99M JANRO
6028,"PLEB
PLEB
Buy",$0.00003005,0.00%,0.00%,13.62%,"$31,067","$114
3.65M PLEB",1B PLEB
6029,"ELON MARS
ELONMARS
Buy",$0.0121440,3.99%,7.58%,2.96%,"$65,283","$218
1.40P ELONMARS",420P ELONMARS
6030,"Anzen Finance (ANZ)
ANZ
Buy",$0.001322,0.70%,2.79%,28.53%,"$1,158,786","$5,275
3.78M ANZ",831.8M ANZ
6031,"TRUMP’S HAT
MAGA
Buy",$0.00009412,0.00%,0.26%,9.13%,"$40,697","$112
1.15M MAGA",420.69M MAGA
6032,"THECAT
THECAT
Buy",$0.0005913,0.00%,2.14%,1.73%,"$595,845","$110
184.32K THECAT",1B THECAT
